0.00
1.97
4.80
9.89
17.80
27.16
43.15
87.95
166.16
400.16
743.50
1564.03
3267.00
6178.09
12645.93
23153.43
50317.03
79410.34
141771.28
292970.35
718451.19
1763869.52
3444308.01
5858079.06
13889505.45
21998198.73
41160829.64
101160971.01
231931758.23
405231167.98
611574878.72
1159545970.05
2076167059.37
3141033144.12
6142918519.96
15159494323.56
37177143879.10
75912010086.73
185392311033.81
287395160564.61
571801411459.35
1183972002567.73
2472843924562.96
5651684789588.64
10630253920737.20
22198096237283.50
51586155845823.20
78988721831124.60
182432351941165.00
3756829412352442.00
778152078494613.00
